Sender,Receiver,Amount,Category,Transaction_Date,Fraudulent
81201,79755,335,Groceries,2023-05-25,0
88079,52894,4009,Travel,2024-03-16,0
96413,21192,570,Electronics,2023-05-22,0
18255,35950,194,Groceries,2024-07-31,0
57599,95928,400,Travel,2025-01-19,0
48159,26274,4635,Electronics,2024-11-07,0
54319,41033,4770,Groceries,2023-08-25,1
95207,42083,1042,Entertainment,2024-10-23,0
46029,74468,1663,Groceries,2023-11-30,0
34600,58291,401,Travel,2024-06-27,0
46770,28139,1476,Groceries,2023-04-26,0
68424,67075,29,Travel,2024-12-30,0
10006,45537,2821,Bills,2023-10-29,0
70940,91499,4150,Entertainment,2023-07-31,0
35214,56327,3187,Travel,2023-06-12,0
48159,83557,2136,Bills,2024-04-06,0
72449,67312,2823,Electronics,2024-07-06,0
18479,93128,3182,Bills,2024-06-18,0
49321,67075,4534,Groceries,2023-07-21,0
28639,54701,1851,Entertainment,2023-06-07,0
41834,76929,1324,Bills,2023-02-21,0
30677,49821,229,Electronics,2023-04-27,0
18504,93463,3499,Electronics,2024-01-15,0
41834,36487,44,Bills,2023-02-09,0
68293,16692,1943,Electronics,2024-06-18,0
94231,32162,451,Entertainment,2024-10-11,0
31192,50011,383,Travel,2024-07-13,0
34908,44318,939,Groceries,2024-05-10,0
93955,95367,129,Electronics,2024-10-11,0
67065,53051,2795,Bills,2023-05-03,0
90432,20152,3231,Electronics,2023-08-21,0
68424,40735,1788,Bills,2024-04-16,0
69038,16692,1497,Electronics,2025-01-01,0
59757,28655,3667,Travel,2023-10-17,0
77237,79001,3949,Electronics,2024-07-01,1
96263,77442,4224,Bills,2024-05-12,0
18504,76929,1989,Entertainment,2023-03-17,0
34908,16336,1821,Bills,2024-02-06,0
87872,57781,410,Bills,2023-12-10,0
81455,17012,2007,Travel,2024-05-07,0
81100,45537,1725,Electronics,2024-07-10,0
77002,91499,4215,Bills,2024-01-07,0
63863,61069,4002,Bills,2023-07-25,0
40694,42592,3226,Travel,2024-02-20,0
37556,59613,523,Bills,2023-02-17,0
29654,95928,533,Entertainment,2024-06-16,0
33278,71543,1097,Bills,2024-04-22,0
86628,98514,4753,Bills,2024-07-16,0
30654,53834,3862,Entertainment,2025-01-15,0
61856,45642,1983,Electronics,2023-12-20,0
48461,13122,4951,Travel,2024-07-09,0
58424,47911,1137,Bills,2024-08-08,0
79567,35630,2289,Bills,2023-04-23,0
46295,18946,412,Travel,2023-08-30,0
21970,42018,3697,Bills,2024-06-05,0
17157,27171,2153,Entertainment,2023-03-17,0
30187,29247,482,Entertainment,2024-10-01,0
63863,23214,2497,Electronics,2024-01-19,0
47569,50707,3760,Groceries,2024-05-12,0
14272,81954,4242,Entertainment,2024-06-13,0
65567,96264,3139,Bills,2023-10-11,0
58549,26909,2362,Entertainment,2024-09-10,0
39145,32965,3284,Entertainment,2023-04-11,0
38923,40001,3718,Entertainment,2023-05-22,0
53850,70607,3874,Entertainment,2023-09-26,0
87022,26866,2354,Bills,2023-03-21,0
42037,53389,3882,Bills,2024-11-22,0
65411,50087,2029,Electronics,2024-12-27,0
73992,16002,863,Groceries,2024-08-18,0
44774,25912,868,Entertainment,2024-12-03,0
62549,98252,4065,Electronics,2024-07-09,1
79600,56361,815,Electronics,2024-03-30,0
81455,78656,4736,Groceries,2023-01-29,0
41975,36891,59,Electronics,2024-04-05,0
34182,41440,2184,Entertainment,2023-03-23,0
88913,82614,1643,Travel,2023-08-03,0
68248,79749,3124,Entertainment,2023-04-25,0
98017,39194,3192,Entertainment,2024-05-20,0
13842,32343,3340,Entertainment,2023-11-16,0
38923,47133,4888,Bills,2024-05-07,0
42530,89514,2982,Travel,2023-07-16,0
57512,38218,3096,Travel,2023-07-12,0
82386,76168,758,Electronics,2024-05-30,0
84821,29517,269,Groceries,2024-02-02,1
26948,11417,2012,Travel,2024-11-06,0
74544,96336,566,Bills,2023-03-04,0
61713,78198,3379,Groceries,2023-04-28,0
81100,51713,1764,Electronics,2023-05-25,0
69589,39658,127,Entertainment,2024-07-04,1
24417,74725,2115,Travel,2023-05-31,0
91373,28113,1725,Entertainment,2024-12-16,0
37638,50974,1303,Entertainment,2024-07-04,0
53850,12767,2013,Travel,2023-12-03,0
92967,40910,3766,Groceries,2024-09-22,0
96859,45295,2717,Electronics,2024-01-17,0
30677,26909,1742,Entertainment,2024-06-15,0
60486,41157,584,Electronics,2023-05-06,0
24536,25912,3591,Bills,2023-02-27,0
90069,53834,4111,Electronics,2024-11-05,0
26787,77865,391,Bills,2023-12-08,0
90982,62358,4852,Travel,2023-06-21,0
97108,41124,2414,Travel,2024-12-11,0
86939,66287,259,Bills,2023-06-11,0
84043,83183,2901,Bills,2023-06-29,0
24861,45295,3649,Groceries,2024-10-30,0
20373,69594,740,Travel,2024-09-07,0
10753,64466,549,Groceries,2024-11-05,0
82924,27088,700,Entertainment,2023-06-02,0
11211,18088,1597,Entertainment,2024-04-13,0
56553,15975,2496,Bills,2023-10-04,0
17956,74819,1861,Entertainment,2024-11-14,0
63863,40735,3469,Electronics,2024-12-14,0
90069,17822,438,Groceries,2023-09-29,0
41834,64480,3536,Bills,2024-06-11,0
93346,30662,873,Electronics,2024-02-29,0
56138,47684,732,Bills,2023-04-21,0
35810,45983,4090,Bills,2024-03-18,0
66248,82507,3528,Bills,2024-10-14,0
73084,51680,877,Electronics,2023-09-23,0
29518,42507,4482,Groceries,2023-02-26,0
23845,12767,4586,Entertainment,2023-08-17,0
90668,46194,3623,Electronics,2024-06-05,0
18765,40594,3744,Electronics,2024-02-09,0
37855,61069,4792,Travel,2023-10-17,0
80521,70649,2778,Entertainment,2024-01-15,0
25951,37010,3815,Groceries,2024-06-14,0
55789,33741,4498,Travel,2024-04-03,0
86664,13567,1744,Electronics,2024-08-02,0
23705,93463,3281,Bills,2023-03-06,0
90432,96561,1359,Travel,2023-05-29,0
58053,73612,776,Bills,2024-11-02,0
69350,21192,825,Bills,2023-08-27,0
30654,64676,2487,Electronics,2023-02-04,0
14423,39635,3670,Travel,2023-12-13,0
34182,77839,4388,Groceries,2023-09-28,0
13842,39581,4279,Bills,2024-01-10,0
68229,63444,2181,Electronics,2024-11-12,0
77237,71543,2645,Travel,2025-01-18,0
65405,30157,2258,Groceries,2023-03-12,0
81231,64466,1516,Entertainment,2023-08-06,0
28382,26209,4022,Bills,2024-11-25,0
70058,30135,1070,Entertainment,2024-02-27,0
96263,15935,3040,Travel,2023-05-29,0
43357,58291,2034,Electronics,2024-12-17,0
13929,23905,3868,Entertainment,2024-12-17,0
27413,90333,3250,Bills,2023-09-08,0
13176,82394,4258,Entertainment,2024-10-26,0
64379,94063,4345,Travel,2023-07-22,0
87406,74372,4137,Groceries,2023-12-22,0
47535,39194,1235,Bills,2023-11-11,0
10448,81591,3403,Travel,2023-02-28,0
13931,85437,4563,Bills,2024-11-03,0
51188,47708,2824,Groceries,2023-04-28,0
98017,32965,4494,Electronics,2024-06-13,0
76441,47911,1617,Entertainment,2023-09-07,0
17568,58033,489,Electronics,2023-12-13,0
93346,83547,4632,Entertainment,2024-09-15,0
79404,79964,1104,Travel,2024-08-26,0
52057,44974,3245,Bills,2024-10-02,0
83235,35630,3394,Bills,2023-09-26,0
10900,15952,82,Travel,2024-06-03,0
69350,35713,1231,Bills,2024-08-19,0
67254,78093,39,Bills,2023-11-23,0
65411,13129,224,Travel,2024-02-20,1
94944,42018,839,Bills,2023-05-16,0
17956,40832,4107,Groceries,2023-07-10,0
69842,40594,406,Groceries,2023-08-26,0
28355,70551,3435,Electronics,2023-02-05,0
74392,18266,1885,Entertainment,2024-09-14,0
38309,83220,4947,Travel,2023-09-15,0
97861,74372,4728,Groceries,2024-01-07,0
15356,40230,2577,Bills,2023-03-03,0
49391,70150,822,Bills,2023-04-30,0
23967,40076,3064,Groceries,2024-03-03,0
58424,74468,3481,Groceries,2023-08-11,0
82834,34370,2999,Groceries,2024-05-27,0
94749,25240,1649,Groceries,2023-08-12,0
48040,89472,565,Bills,2024-04-08,0
58053,23905,3440,Bills,2023-10-08,0
93958,47010,4848,Travel,2023-05-06,0
18479,19639,2696,Travel,2023-08-26,0
23748,90333,4609,Groceries,2024-02-07,0
88079,71543,1762,Entertainment,2024-08-18,0
12147,61020,3010,Entertainment,2024-08-26,0
54836,83031,2799,Travel,2023-05-04,0
75709,27088,4006,Entertainment,2023-04-13,0
44774,61069,4576,Electronics,2023-09-15,0
55301,48758,4066,Entertainment,2023-03-08,0
15356,12787,3427,Electronics,2023-08-02,0
18504,36225,595,Electronics,2024-07-18,0
13176,42018,1710,Groceries,2024-12-17,0
17956,73749,1577,Groceries,2024-01-10,0
29622,78656,2195,Entertainment,2024-07-28,0
57557,65129,4821,Entertainment,2024-10-23,0
37010,67167,4132,Travel,2024-12-30,0
81828,55360,703,Groceries,2023-03-20,0
62219,44469,4760,Groceries,2024-02-23,0
83235,62857,2131,Travel,2024-12-29,0
33278,44945,2435,Electronics,2023-06-18,0
30654,16751,4624,Entertainment,2024-10-16,0
41064,64103,4794,Bills,2023-05-12,0
18504,72682,2625,Electronics,2023-09-27,0
53756,95690,486,Groceries,2023-04-02,0
89741,21192,3022,Entertainment,2024-10-03,0
77237,98676,3931,Groceries,2023-08-19,0
93611,67167,4492,Bills,2024-10-11,1
96413,14331,4933,Travel,2023-02-06,0
63756,65129,4676,Bills,2024-01-16,0
59321,25970,4169,Groceries,2025-01-06,0
11211,23592,1104,Entertainment,2024-02-26,0
64746,60826,385,Electronics,2024-10-31,0
58250,98609,1497,Entertainment,2024-06-24,0
94691,39658,3512,Bills,2023-03-03,0
93936,14714,3486,Travel,2023-05-08,0
91816,73612,633,Bills,2023-11-03,0
41327,53051,3380,Travel,2024-12-06,0
62642,70649,4043,Bills,2024-03-06,0
82834,57846,896,Entertainment,2024-03-09,0
39461,96690,1332,Electronics,2023-12-01,1
17212,79755,882,Bills,2024-07-01,0
29338,40446,2290,Bills,2023-03-28,0
21970,99128,1349,Travel,2023-09-24,0
73971,34525,2186,Travel,2023-07-18,0
32115,14952,864,Groceries,2023-08-29,0
10753,93361,583,Entertainment,2024-06-24,1
37556,91518,1466,Electronics,2023-09-06,0
14615,48196,834,Electronics,2024-08-11,0
70940,45921,3938,Electronics,2025-01-12,0
36046,79339,449,Electronics,2023-06-30,0
36563,96561,2280,Travel,2023-04-22,0
27329,87511,608,Electronics,2024-05-26,1
99459,10981,4899,Electronics,2023-06-08,0
76441,73404,4259,Groceries,2024-09-29,0
23958,58500,3874,Travel,2023-01-27,0
38923,67167,4873,Bills,2024-12-17,0
50026,60273,3734,Travel,2024-10-15,0
87926,79964,740,Electronics,2023-10-20,0
46029,28139,2409,Electronics,2023-05-27,0
62754,41244,17,Electronics,2023-12-05,0
34182,32124,3071,Groceries,2023-02-13,0
52342,23539,1867,Entertainment,2024-05-24,1
14751,10360,1598,Bills,2023-03-03,0
64931,74223,3875,Groceries,2024-12-30,0
54041,94063,690,Entertainment,2024-08-16,0
12428,54701,594,Bills,2023-12-07,0
65405,58358,1390,Bills,2023-02-17,0
32736,95898,272,Groceries,2023-07-25,0
26787,19403,2204,Groceries,2024-03-18,0
77002,61020,3316,Groceries,2024-03-10,0
59113,79310,2752,Electronics,2023-04-15,0
94944,21631,2216,Groceries,2023-12-04,0
16564,87725,4022,Travel,2023-10-09,0
56545,17200,1707,Travel,2024-12-29,0
11211,55123,2597,Electronics,2024-06-07,0
46295,57519,2312,Travel,2024-11-01,0
61985,45295,2470,Travel,2024-10-09,0
49678,14331,1670,Bills,2023-06-12,0
24417,88243,3934,Bills,2024-06-20,0
73478,15975,2057,Groceries,2023-03-21,0
78835,16002,631,Bills,2024-11-19,1
81455,60826,859,Travel,2023-02-24,0
81397,45047,4289,Groceries,2024-04-02,0
63477,46941,536,Groceries,2024-08-25,0
25723,69021,1102,Travel,2024-10-08,0
55595,40230,973,Electronics,2023-12-06,0
63309,94063,1234,Bills,2024-12-14,0
78835,32124,2910,Travel,2024-12-31,0
27413,42369,3501,Electronics,2023-11-17,0
17413,81032,1399,Groceries,2023-10-08,0
59757,62857,4180,Groceries,2024-04-07,0
13176,10989,4848,Bills,2024-01-26,1
12523,71575,3125,Entertainment,2024-11-13,0
55296,98514,3889,Entertainment,2024-01-09,0
86628,30759,826,Entertainment,2024-07-13,0
76523,23539,2281,Electronics,2023-08-11,0
94110,33112,2163,Electronics,2023-01-26,0
39762,58495,796,Bills,2023-09-30,0
63943,48296,4322,Electronics,2023-11-15,0
53693,13122,528,Entertainment,2023-09-27,0
48040,62469,4099,Bills,2024-10-15,0
83493,91803,4310,Groceries,2025-01-05,0
30515,94063,2443,Entertainment,2024-08-26,0
31692,53355,1448,Travel,2023-11-02,0
80756,87511,1155,Groceries,2024-11-12,0
36614,53051,4567,Bills,2025-01-20,0
48497,98491,2196,Groceries,2024-05-18,0
32035,74936,3479,Groceries,2024-01-27,0
54039,50011,1315,Groceries,2024-08-09,0
88026,77839,3697,Groceries,2023-09-14,0
14615,96264,3786,Bills,2024-11-24,0
18765,24114,3212,Groceries,2023-10-03,0
87298,79214,969,Electronics,2023-06-17,1
13929,89514,2259,Bills,2023-09-22,0
39461,33072,2168,Electronics,2024-10-02,1
70475,80354,270,Entertainment,2023-03-17,0
52342,81202,55,Bills,2024-02-28,0
35810,26209,598,Entertainment,2023-10-17,0
65411,88460,3951,Bills,2023-08-20,0
87298,98676,3377,Groceries,2024-12-06,0
90982,50087,4027,Bills,2025-01-15,0
81201,90545,4652,Bills,2024-07-26,0
83116,53316,3533,Electronics,2023-02-20,0
81537,40735,4059,Entertainment,2023-06-27,0
73084,27171,1791,Entertainment,2023-11-22,0
66248,67095,453,Bills,2023-02-05,0
35979,83436,3703,Entertainment,2024-06-15,0
53233,13513,332,Bills,2024-10-26,0
70897,35950,3746,Groceries,2023-12-22,0
75709,11868,3267,Bills,2024-06-13,0
69734,29618,2048,Groceries,2024-10-16,0
65001,77445,4508,Groceries,2024-08-28,1
37255,64480,1102,Electronics,2024-10-06,0
90982,98681,3797,Travel,2024-05-30,1
36578,31908,4768,Entertainment,2024-05-03,0
26459,80100,209,Electronics,2024-12-05,1
18765,59613,367,Travel,2023-04-29,0
86664,95928,3589,Entertainment,2023-02-12,0
88852,25937,3288,Groceries,2024-02-25,0
26249,93162,408,Entertainment,2024-02-09,0
73478,91499,3830,Entertainment,2023-10-30,0
58250,29760,4188,Bills,2024-11-02,1
90812,29760,3229,Entertainment,2023-03-08,0
52275,59496,1538,Entertainment,2024-03-14,0
62179,84102,2117,Bills,2024-11-18,0
43178,28033,1579,Travel,2024-07-31,0
37255,63444,1490,Groceries,2025-01-18,0
36556,24264,373,Travel,2023-12-12,0
29155,84518,3386,Electronics,2023-07-28,0
43977,24806,2824,Bills,2023-10-18,0
91920,28100,4866,Electronics,2024-07-27,0
80756,12961,3257,Travel,2023-09-10,0
93936,17283,4168,Bills,2024-09-15,1
90031,27849,3165,Groceries,2024-01-09,0
81346,47133,501,Bills,2024-03-26,0
17030,70150,4461,Travel,2023-02-08,0
24536,70930,2468,Travel,2024-08-04,0
13929,80354,1806,Groceries,2024-09-12,1
72839,16336,1366,Travel,2023-07-24,0
70062,37434,419,Travel,2023-06-26,0
13849,25937,3479,Travel,2024-01-26,0
16564,89529,3637,Travel,2025-01-17,0
68229,17822,849,Groceries,2024-05-17,1
77562,91499,4001,Groceries,2023-08-02,0
84374,76929,996,Travel,2023-04-06,0
39461,59563,2389,Electronics,2025-01-15,0
28639,47010,4526,Groceries,2023-12-19,0
63607,14952,3689,Travel,2023-10-16,0
48159,25168,1176,Travel,2024-05-26,0
55296,45047,2669,Groceries,2023-08-23,0
20452,81802,953,Travel,2023-10-24,0
56434,16751,1691,Travel,2023-12-30,0
12267,29247,3407,Groceries,2023-12-09,0
55513,13513,3544,Electronics,2023-12-12,0
52243,74936,619,Electronics,2024-09-20,0
96859,74725,2657,Electronics,2024-03-06,0
61287,31436,1450,Travel,2024-07-15,0
16592,62071,2430,Bills,2024-08-28,0
82305,42179,3732,Travel,2023-02-16,0
46625,12767,1175,Bills,2023-08-27,0
74071,31908,1776,Groceries,2023-11-08,0
13929,71543,1584,Groceries,2024-09-30,0
63607,47393,2922,Bills,2024-12-11,0
18284,83220,3772,Electronics,2023-09-09,0
41064,30135,419,Bills,2023-09-08,0
81828,22689,2828,Electronics,2023-05-24,0
56135,83643,909,Travel,2024-10-27,1
29622,42018,4308,Bills,2024-09-09,0
65981,25361,1883,Entertainment,2024-05-09,0
63309,62018,2832,Bills,2023-12-20,0
27413,80100,3552,Travel,2023-10-02,0
56804,29816,950,Electronics,2023-10-13,0
71246,70649,104,Groceries,2023-07-15,0
24982,66515,3278,Entertainment,2023-05-31,0
87298,45537,3375,Bills,2023-04-19,0
92967,73084,4259,Bills,2024-01-31,0
34446,96336,1219,Groceries,2024-10-12,0
82635,63444,669,Electronics,2023-04-24,0
88852,85971,140,Travel,2023-07-28,0
82493,74223,3546,Travel,2023-08-06,0
56142,15952,1837,Bills,2023-04-26,0
74228,15142,2734,Travel,2024-04-19,0
36614,21946,1537,Bills,2023-08-30,0
12147,83557,4514,Electronics,2023-10-01,0
