Sender,Receiver,Amount,Category,Transaction_Date,Fraudulent
43178,28033,1579,4,411,0
37255,63444,1490,3,541,0
36556,24264,373,4,246,0
29155,84518,3386,1,142,0
43977,24806,2824,0,205,0
91920,28100,4866,1,408,0
80756,12961,3257,4,173,0
93936,17283,4168,0,444,1
90031,27849,3165,3,265,0
81346,47133,501,0,314,0
17030,70150,4461,4,9,0
24536,70930,2468,4,413,0
13929,80354,1806,3,442,1
72839,16336,1366,4,138,0
70062,37434,419,4,117,0
13849,25937,3479,4,275,0
16564,89529,3637,4,540,0
68229,17822,849,3,351,1
77562,91499,4001,3,145,0
84374,76929,996,4,53,0
39461,59563,2389,1,538,0
28639,47010,4526,3,252,0
63607,14952,3689,4,203,0
48159,25168,1176,4,360,0
55296,45047,2669,3,158,0
20452,81802,953,4,210,0
56434,16751,1691,4,257,0
12267,29247,3407,3,244,0
55513,13513,3544,1,246,0
52243,74936,619,1,448,0
96859,74725,2657,1,301,0
61287,31436,1450,4,400,0
16592,62071,2430,0,428,0
82305,42179,3732,4,17,0
46625,12767,1175,0,162,0
74071,31908,1776,3,221,0
13929,71543,1584,3,456,0
63607,47393,2922,0,512,0
18284,83220,3772,1,172,0
41064,30135,419,0,171,0
81828,22689,2828,1,93,0
56135,83643,909,4,476,1
29622,42018,4308,0,439,0
65981,25361,1883,2,343,0
63309,62018,2832,0,253,0
27413,80100,3552,4,193,0
56804,29816,950,1,201,0
71246,70649,104,3,131,0
24982,66515,3278,2,100,0
87298,45537,3375,0,64,0
92967,73084,4259,0,277,0
34446,96336,1219,3,466,0
82635,63444,669,1,69,0
88852,85971,140,4,142,0
82493,74223,3546,4,148,0
56142,15952,1837,0,71,0
74228,15142,2734,4,331,0
36614,21946,1537,0,164,0
12147,83557,4514,1,192,0
